case_id,variant,status,selected_action,oracle_action,gross_recovered_subunits,natural_recovery_subunits,realized_action_cost_subunits,expected_value_subunits,realized_value_subunits,regret_subunits,guardrail_violation,latency_ms
case_syn_002027,oracle,ACTION_READY,RETRY_LATER,RETRY_LATER,464967,0,1300,463667,463667,0,0,0
case_syn_002028,oracle,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0
case_syn_002029,oracle,ACTION_READY,STANDARD_PAYMENT_LINK,STANDARD_PAYMENT_LINK,550725,0,3800,546925,546925,0,0,0
case_syn_002030,oracle,ACTION_READY,RETRY_LATER,RETRY_LATER,190295,0,1300,188995,188995,0,0,0
case_syn_002031,oracle,ACTION_READY,STANDARD_PAYMENT_LINK,STANDARD_PAYMENT_LINK,238918,0,3800,235118,235118,0,0,0
case_syn_002032,oracle,ACTION_READY,RETRY_LATER,RETRY_LATER,891402,0,1300,890102,890102,0,0,0
case_syn_002033,oracle,NO_ACTION,NO_ACTION,NO_ACTION,670364,670364,0,0,0,0,0,0
case_syn_002034,oracle,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0
case_syn_002035,oracle,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0
case_syn_002036,oracle,ACTION_READY,STANDARD_PAYMENT_LINK,STANDARD_PAYMENT_LINK,5221,0,3800,1421,1421,0,0,0
case_syn_002037,oracle,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0
case_syn_002038,oracle,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0
case_syn_002039,oracle,ACTION_READY,ONE_BOUNDED_NUDGE,ONE_BOUNDED_NUDGE,7111,0,4100,3011,3011,0,0,0
case_syn_002040,oracle,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0
case_syn_002041,oracle,NO_ACTION,NO_ACTION,NO_ACTION,2206,2206,0,0,0,0,0,0
case_syn_002042,oracle,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0
case_syn_002043,oracle,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0
case_syn_002044,oracle,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0
case_syn_002045,oracle,ACTION_READY,STANDARD_PAYMENT_LINK,STANDARD_PAYMENT_LINK,462194,0,3800,458394,458394,0,0,0
case_syn_002046,oracle,ACTION_READY,STANDARD_PAYMENT_LINK,STANDARD_PAYMENT_LINK,650677,0,3800,646877,646877,0,0,0
case_syn_002047,oracle,ACTION_READY,STANDARD_PAYMENT_LINK,STANDARD_PAYMENT_LINK,683727,0,3800,679927,679927,0,0,0
case_syn_002048,oracle,NO_ACTION,NO_ACTION,NO_ACTION,351334,351334,0,0,0,0,0,0
case_syn_002049,oracle,NO_ACTION,NO_ACTION,NO_ACTION,735754,735754,0,0,0,0,0,0
case_syn_002050,oracle,ACTION_READY,ONE_BOUNDED_NUDGE,ONE_BOUNDED_NUDGE,163258,0,4100,159158,159158,0,0,0
case_syn_002051,oracle,ACTION_READY,ONE_BOUNDED_NUDGE,ONE_BOUNDED_NUDGE,490975,0,4100,486875,486875,0,0,0
case_syn_002052,oracle,NO_ACTION,NO_ACTION,NO_ACTION,832223,832223,0,0,0,0,0,0
case_syn_002053,oracle,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0
case_syn_002054,oracle,ACTION_READY,STANDARD_PAYMENT_LINK,STANDARD_PAYMENT_LINK,710790,0,3800,706990,706990,0,0,0
case_syn_002055,oracle,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0
case_syn_002056,oracle,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0
case_syn_002057,oracle,ACTION_READY,ONE_BOUNDED_NUDGE,ONE_BOUNDED_NUDGE,210543,0,10700,199843,199843,0,0,0
case_syn_002058,oracle,ACTION_READY,ONE_BOUNDED_NUDGE,ONE_BOUNDED_NUDGE,191631,0,6300,185331,185331,0,0,0
case_syn_002059,oracle,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0
